,text,target
14196,my cat is missing,0
14197,it s so ridiculously hot outside and i m too lazy to make some homemade iced tea,0
14198,yep there every thurs friday and saturday unfortunately he s married to the owners daughter,0
14199,on our way to a backyard wedding,4
14200,saekyrfk thanks love that band,4
14201,lmfao well at least you found meee,4
14202,aw you awake too sunday really should be compulsory to sleep late,0
14203,yes i do realize i am actually typing to myself since i have yet found out how to get ppl to my little spot on the net until then,4
14204,i am crazy it is too late to apply a position now,0
14205,cracked my own home wep protected network beware next step find neighbor networks,4
14206,i aint mad at her goooo momma,4
14207,try sumthn hard,4
14208,enjoy perso je work work and work again s,4
14209,i just discovered i m a loosey speller,0
14210,super thank god hope your feeling better thank god everything went well in my checkup this morning,4
14211,i wish i could ve stayed up later i hate going to bed early especially on the weekends,0
14212,ctrl a delete if it s important they ll write again,4
14213,haha i tried but i think i have insomnia or something,0
14214,how do i get an invite haven t been in a couple years am in desperate need of some glam,4
14215,im outside playing with my neoghbors dog,4
14216,me and just figured out july will be an epic month,4
14217,woah just stepped on scales that is a shocker but very motivational to be very good from now on someone pass the water,4
14218,got some pictures to upload to flickr will do so later,4
14219,doc really sick almost going home,0
14220,i m going to sleep but before i ll be praying for the people of the air france flight,0
14221,noooo trey songz came out with first date sex that was my idea for a song,0
14222,shoes very important and remember these two words rojos cortos rojos cortos rojos cortos,4
14223,okay now im offf,4
14224,all this heat is making me eat so much ice cream i guess all the recent swimming and jogging went down the drain today,0
14225,prison break ends tonight,0
14226,i wish i could have been there to see them with you wish you were here,0
14227,all of the sudden i miss puerto rico a lot i wanna go back home,0
14228,conlons phoned ray bans are iiiinnn,4
14229,arggggg wat is with my mood this weekend,0
14230,thanks so much how are you feeling btw,4
14231,getting ready for work boooooo,0
14232,he s amazing all the time rofl,4
14233,congratulations beautiful thank you for sharing,4
14234,got new web browser still has lot ok errors tho i cant even log into twitter and stuff i will put it up on my site l r,0
14235,lol sounds good,4
14236,hi i would like to inform you all of my deep and passionate love for lylah alixxandra nott,4
14237,dying my hair tomorrow i m so excited,4
14238,love the hair cut and color i need mine done too,4
14239,no i came home from work and i was miserable we re going on tuesday at so we ll be home before ncis,0
14240,omg wooow i wanna goo to a show like that,0
14241,my friends are curious about my dumped status dont know what to tell and what not to tell,0
14242,texting and though kind of dies i can text at you too,4
14243,suckity,0
14244,i was waiting for you but you never come,0
14245,heading to the hospital to sort out my back not looking forward to this,0
14246,too much glenfiddich i guess,4
14247,the only thing i m sad about is the fact that let s make this last ever isn t on it,0
14248,i m ready to go home been here for years now and am starting to have mundane dreams about simple shit home,0
14249,i spent the day taking my honda cx motorbike apart after years service i felt it deserved a full restoration so many pieces,4
14250,good morning,4
14251,aiyaiyah i m busy every weekend in june this is no fun well stereo skyline will be fun,4
14252,cubs sox rained out,0
14253,from the data looks like it s been a busy night in a e no medical beds yet nhs,0
14254,friends over for lunch today grilling and building a fire for s mores mmm come on over i like feeding friends,4
14255,so can t wait to release details about kianna s birthday hint,4
14256,interest i kinda feel like i m going to end up in the same category as ppl hu think sticking a photocopy in a sketchbook is gd reasearch,0
14257,i really liked what she had to say about mom s claiming their fair share of play time too many of us don t,0
14258,that was also in the coffee shop for movie zack miri make a porno,4
14259,im not happy,0
14260,cause they guy just poped out haha i am such a baby,0
14261,noooooo i m caught up,0
14262,realizing that the saturn dealership no longer has saturns in its showroom they re now kias yech so sad,0
14263,watching my dvd on simple rules when paul john ritter i think that is right died i loved that show,0
14264,please play daisy cutter jackpot the rest of uplifter in atlanta that d be a pretty good th of july,4
14265,kali envious as all get out i want a netbook,0
14266,i can t be bothered to do anything today rain makes me feel sad,0
14267,yeah got bunch of friends in toronto it is quite cool there mad chill peeps,4
14268,barcamphanoi with the two last sessions before going to beercamp,4
14269,i d really like to go down to ballybunion this weekend but working,0
14270,sadly you re not coming to los angeles,0
14271,x sooo am i i think im just gonna go offlineee and watch some tv and pretend it aint summertime ball todayy,0
14272,you know i wouldn t mind getting more hands on time with aion but it won t run on windows,0
14273,it s empty,0
14274,hermitage is in mercer county not beaver county i went to school there,4
14275,is ashley trying to say that im perfect,4
14276,shout nuthin at allll being bored you,0
14277,doodle i take it youve listened to the playback,4
14278,you gotta tweet few questions and s reaction,4
14279,the great tis a great drink not tried it in coffee but the toffee one does taste rather good in hot chocolate,4
14280,goodgood y welcome waaahey i sure am your row a i hear are you sat near yoshi xxx,4
14281,gahh my sister took my phone recharger to sydney now i can t recharge my phone,0
14282,i hope you and joe enjoyed australia come back soon with nick and kevin too and u shud come to western australia,4
14283,lol i actually asked for and received a gift of chess for dummies a few yrs ago still haven t mastered it,4
14284,xd just got up was definately fun last night,4
14285,i miss my baby where for art thouuu,0
14286,oh thats good then is it summer where you are it is winter here,0
14287,no sorry got a bit excited there i m still waiting,0
14288,waiting for a movie to load on my stupid ugly slow computer and eating popcorn,4
14289,is really sick,0
14290,yes sorry,0
14291,pissed my sunglasses that i ve had for two days just cracked for no reason they were my fav,0
14292,flying back to philadelphia not wanting to leave mah babe,0
14293,back getting better kind of skipped over and started on it s so sad no more jess gonna get a new sketch book tomorrow,0
14294,i hate waking up to bad news one of my life long friends shot himself last night,0
14295,oops not the you mean the post about the speakers there was a lack of content but i did get some good info after hours,4
14296,big bang me love top too well the bigbang i just saw them right now on mnet,4
14297,if you like laugh have a good time follow me its just that simple,4
